Path,FileName,ProcessingTimeMS,FileSizeBytes,Assigning-Authority,OID,softwareName,manufacturerModelName,custodianOrgName,templateIds,hasEpicOID,epicOIDsFound,allOIDFamilies,indentStyle,EHR-Guess,EHR-GuessReason,Parse_type
s3://nyec-pdr-prod-rochester/RR371/ccd/2026/Jul/21/10/rochester_RR371_af95f84c25c571905662f29e17cfc50b87624d1648a988eb745938277f8736c9_1.2.840.114350.1.13.272.2.7.8.688883.1733702349.xml,rochester_RR371_af95f84c25c571905662f29e17cfc50b87624d1648a988eb745938277f8736c9_1.2.840.114350.1.13.272.2.7.8.688883.1733702349.xml,119,363714,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.2 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR371/ccd/2026/Jul/21/09/rochester_RR371_719ac7cb8ca4385edf804ebb458db2449a32665cb3f538b65fc0fb1c68db3670_1.2.840.114350.1.13.272.2.7.8.688883.1733688813.xml,rochester_RR371_719ac7cb8ca4385edf804ebb458db2449a32665cb3f538b65fc0fb1c68db3670_1.2.840.114350.1.13.272.2.7.8.688883.1733688813.xml,120,265656,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.2 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR371/ccd/2026/Jul/21/09/rochester_RR371_719ac7cb8ca4385edf804ebb458db2449a32665cb3f538b65fc0fb1c68db3670_1.2.840.114350.1.13.272.2.7.8.688883.1733683473.xml,rochester_RR371_719ac7cb8ca4385edf804ebb458db2449a32665cb3f538b65fc0fb1c68db3670_1.2.840.114350.1.13.272.2.7.8.688883.1733683473.xml,105,265332,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.2 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/12/rochester_RR372_476b44d1020bd6078cadf849ae1325ab0b413510895579af611a9655f6ac6895_1.2.840.114350.1.13.272.2.7.8.688883.1733779087.xml,rochester_RR372_476b44d1020bd6078cadf849ae1325ab0b413510895579af611a9655f6ac6895_1.2.840.114350.1.13.272.2.7.8.688883.1733779087.xml,102,201490,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25 | 1.2.840.114350.1.13.272.2.7.1.1040.45,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/12/rochester_RR372_6c2032219ee939730faaaabbe2a3e1f67f7ddc2a5b94ef9317c92a1876349a91_1.2.840.114350.1.13.272.2.7.8.688883.1733774169.xml,rochester_RR372_6c2032219ee939730faaaabbe2a3e1f67f7ddc2a5b94ef9317c92a1876349a91_1.2.840.114350.1.13.272.2.7.8.688883.1733774169.xml,145,180334,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/11/rochester_RR372_e87851a2a5828202c30b735363212aefc8f02a7ab59e89d1a4c1f43a8bea7797_1.2.840.114350.1.13.272.2.7.8.688883.1733761721.xml,rochester_RR372_e87851a2a5828202c30b735363212aefc8f02a7ab59e89d1a4c1f43a8bea7797_1.2.840.114350.1.13.272.2.7.8.688883.1733761721.xml,121,173101,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/11/rochester_RR372_ee5a54f41dc0421cdbe9c6d8cf6aece0a39050d1d03103be067877b20134eb82_1.2.840.114350.1.13.272.2.7.8.688883.1733758100.xml,rochester_RR372_ee5a54f41dc0421cdbe9c6d8cf6aece0a39050d1d03103be067877b20134eb82_1.2.840.114350.1.13.272.2.7.8.688883.1733758100.xml,112,175641,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46 | 1.2.840.114350.1.13.272.2.7.1.1040.8 | 1.2.840.114350.1.13.272.2.7.1.1099.1,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/11/rochester_RR372_4fa22c02fb62ec9cd91753f94f1760e2819fe7b7cd8fc275fe9fe6d864d266d5_1.2.840.114350.1.13.272.2.7.8.688883.1733741645.xml,rochester_RR372_4fa22c02fb62ec9cd91753f94f1760e2819fe7b7cd8fc275fe9fe6d864d266d5_1.2.840.114350.1.13.272.2.7.8.688883.1733741645.xml,124,193078,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.2 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/10/rochester_RR372_34978fdb81e549b9f4bc9de35e5e44110478d93acf78ae3770cd56cf3c71cc6e_1.2.840.114350.1.13.272.2.7.8.688883.1733702296.xml,rochester_RR372_34978fdb81e549b9f4bc9de35e5e44110478d93acf78ae3770cd56cf3c71cc6e_1.2.840.114350.1.13.272.2.7.8.688883.1733702296.xml,117,156284,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46 | 1.2.840.114350.1.13.272.2.7.1.1040.8 | 1.2.840.114350.1.13.272.2.7.1.1099.1,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/09/rochester_RR372_6bc0bf014052ef02fc0cc6a0be64755f2b06aba8d311ab9b368cc5ce0963d119_1.2.840.114350.1.13.272.2.7.8.688883.1733686273.xml,rochester_RR372_6bc0bf014052ef02fc0cc6a0be64755f2b06aba8d311ab9b368cc5ce0963d119_1.2.840.114350.1.13.272.2.7.8.688883.1733686273.xml,120,175674,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.2 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46 | 1.2.840.114350.1.13.272.2.7.1.1040.8,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/09/rochester_RR372_751688005ca3e33c8a39d4330ab9c65ba748d9fc9a9112c7657e34c4997d5e32_1.2.840.114350.1.13.272.2.7.8.688883.1733684213.xml,rochester_RR372_751688005ca3e33c8a39d4330ab9c65ba748d9fc9a9112c7657e34c4997d5e32_1.2.840.114350.1.13.272.2.7.8.688883.1733684213.xml,107,201290,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/09/rochester_RR372_44a1e078f984b1c4f749af5e3d7a0b18649abf7195fd9ec0a0d3f5353b8d2a20_1.2.840.114350.1.13.272.2.7.8.688883.1733675713.xml,rochester_RR372_44a1e078f984b1c4f749af5e3d7a0b18649abf7195fd9ec0a0d3f5353b8d2a20_1.2.840.114350.1.13.272.2.7.8.688883.1733675713.xml,80,224880,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.2 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46 | 1.2.840.114350.1.13.272.2.7.1.1040.8,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR372/ccd/2026/Jul/21/08/rochester_RR372_7f01ef5c7c7757e858561483fe2501a24483ded9df54a6f170e8211b475ea075_1.2.840.114350.1.13.272.2.7.8.688883.1733642055.xml,rochester_RR372_7f01ef5c7c7757e858561483fe2501a24483ded9df54a6f170e8211b475ea075_1.2.840.114350.1.13.272.2.7.8.688883.1733642055.xml,123,176880,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.2 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46 | 1.2.840.114350.1.13.272.2.7.1.1040.8,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR373/ccd/2026/Jul/21/11/rochester_RR373_28968c823f2b66ba5782e4809b115bb99b8fb401efd242db1623112199ec1f06_1.2.840.114350.1.13.272.2.7.8.688883.1733769299.xml,rochester_RR373_28968c823f2b66ba5782e4809b115bb99b8fb401efd242db1623112199ec1f06_1.2.840.114350.1.13.272.2.7.8.688883.1733769299.xml,170,144278,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.2 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR373/ccd/2026/Jul/21/11/rochester_RR373_f7b489cd7f1ce1aa86db371e25a16548473ee32355f0c390eb0559ff04703d0f_1.2.840.114350.1.13.272.2.7.8.688883.1733752740.xml,rochester_RR373_f7b489cd7f1ce1aa86db371e25a16548473ee32355f0c390eb0559ff04703d0f_1.2.840.114350.1.13.272.2.7.8.688883.1733752740.xml,122,190675,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25 | 1.2.840.114350.1.13.272.2.7.1.1040.45,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR373/ccd/2026/Jul/21/11/rochester_RR373_a73ea7f09e348ff9d0fae5df033647c3d5cbe5b4cc0327bb32cf0413bf7c67e8_1.2.840.114350.1.13.272.2.7.8.688883.1733746701.xml,rochester_RR373_a73ea7f09e348ff9d0fae5df033647c3d5cbe5b4cc0327bb32cf0413bf7c67e8_1.2.840.114350.1.13.272.2.7.8.688883.1733746701.xml,103,200254,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25 | 1.2.840.114350.1.13.272.2.7.1.1040.45,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR373/ccd/2026/Jul/21/10/rochester_RR373_115ee6430791f99ac8125123c59e0cad7beac2e944bfcab7436bdf5a3e885062_1.2.840.114350.1.13.272.2.7.8.688883.1733704741.xml,rochester_RR373_115ee6430791f99ac8125123c59e0cad7beac2e944bfcab7436bdf5a3e885062_1.2.840.114350.1.13.272.2.7.8.688883.1733704741.xml,130,357660,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.24 | 1.2.840.114350.1.13.272.2.7.1.1040.25 | 1.2.840.114350.1.13.272.2.7.1.1040.45,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
s3://nyec-pdr-prod-rochester/RR373/ccd/2026/Jul/21/09/rochester_RR373_dd87a2efbf69e4480bb6d76637d0c097e5f9dc8634a271739f638e1f77a1173e_1.2.840.114350.1.13.272.2.7.8.688883.1733677671.xml,rochester_RR373_dd87a2efbf69e4480bb6d76637d0c097e5f9dc8634a271739f638e1f77a1173e_1.2.840.114350.1.13.272.2.7.8.688883.1733677671.xml,138,432774,RGHSMRN,2.16.840.1.113883.3.8052.1.1,Epic - Version 11.5,Epic - Version 11.5,Rochester Regional Health,1.2.840.114350.1.72.1.51693 | 2.16.840.1.113883.10.20.22.1.1 | 2.16.840.1.113883.10.20.22.1.1:2015-08-01 | 2.16.840.1.113883.10.20.22.1.1:2023-05-01 | 2.16.840.1.113883.10.20.22.1.2 | 2.16.840.1.113883.10.20.22.1.2:2015-08-01,YES,1.2.840.114350.1.1 | 1.2.840.114350.1.13.272.2.7.1.1 | 1.2.840.114350.1.13.272.2.7.1.1040.1 | 1.2.840.114350.1.13.272.2.7.1.1040.12 | 1.2.840.114350.1.13.272.2.7.1.1040.20 | 1.2.840.114350.1.13.272.2.7.1.1040.21 | 1.2.840.114350.1.13.272.2.7.1.1040.23 | 1.2.840.114350.1.13.272.2.7.1.1040.45 | 1.2.840.114350.1.13.272.2.7.1.1040.46 | 1.2.840.114350.1.13.272.2.7.1.1040.8,1.2.840 | 1.3.6 | 2.16.840,none,EPIC,softwareName contains 'Epic'; has Epic OID (1.2.840.114350); standard CCD templateId with other Epic signals,Entire
